Spices,Location, Price ,Price_cat,Price_norm,Date
CORIANDER,CHENNAI, ₹87.50 ,low,0.024655385,1/1/2021
CORIANDER,CHENNAI, ₹82.50 ,low,0.022413986,2/1/2021
CORIANDER,CHENNAI, ₹82.50 ,low,0.022413986,3/1/2021
CORIANDER,CHENNAI, ₹85.80 ,low,0.023893309,4/1/2021
CORIANDER,CHENNAI, ₹83.12 ,low,0.02269192,5/1/2021
CORIANDER,CHENNAI, ₹82.50 ,low,0.022413986,8/1/2021
CORIANDER,CHENNAI, ₹86.50 ,low,0.024207105,9/1/2021
CORIANDER,CHENNAI, ₹98.12 ,low,0.029416116,10/1/2021
CORIANDER,CHENNAI, ₹101.25 ,low,0.030819231,11/1/2021
CORIANDER,CHENNAI, ₹91.00 ,low,0.026224364,12/1/2021
CORIANDER,CHENNAI, ₹93.75 ,low,0.027457133,1/1/2022
CORIANDER,CHENNAI, ₹105.62 ,low,0.032778214,2/1/2022
CORIANDER,CHENNAI, ₹120.00 ,low,0.039224476,3/1/2022
CORIANDER,CHENNAI, ₹114.00 ,low,0.036534798,12/1/2022
CORIANDER,CHENNAI, ₹95.00 ,low,0.028017483,1/1/2023
CORIANDER,CHENNAI, ₹85.62 ,low,0.023812619,2/1/2023
CORIANDER,CHENNAI, ₹79.50 ,low,0.021069147,3/1/2023
CORIANDER,CHENNAI, ₹75.62 ,low,0.019329822,4/1/2023
CORIANDER,CHENNAI, ₹72.50 ,low,0.017931189,5/1/2023
CORIANDER,CHENNAI, ₹77.50 ,low,0.020172588,6/1/2023
CORIANDER,CHENNAI, ₹83.00 ,low,0.022638126,7/1/2023
CORIANDER,CHENNAI, ₹96.25 ,low,0.028577833,8/1/2023
CORIANDER,CHENNAI, ₹89.00 ,low,0.025327805,9/1/2023
CORIANDER,CHENNAI, ₹100.00 ,low,0.030258882,10/1/2023
CORIANDER,CHENNAI, ₹118.12 ,low,0.03838171,11/1/2023
CORIANDER,CHENNAI, ₹122.50 ,low,0.040345175,12/1/2023
FENNEL,CHENNAI, ₹91.62 ,low,0.026502297,1/1/2021
FENNEL,CHENNAI, ₹90.62 ,low,0.026054018,2/1/2021
FENNEL,CHENNAI, ₹107.50 ,low,0.033620979,3/1/2021
FENNEL,CHENNAI, ₹114.40 ,low,0.03671411,4/1/2021
FENNEL,CHENNAI, ₹112.00 ,low,0.035638238,5/1/2021
FENNEL,CHENNAI, ₹116.00 ,low,0.037431357,6/1/2021
FENUGREEK,CHENNAI, ₹70.50 ,low,0.01703463,1/1/2021
FENUGREEK,CHENNAI, ₹69.25 ,low,0.01647428,2/1/2021
FENUGREEK,CHENNAI, ₹74.25 ,low,0.018715679,3/1/2021
FENUGREEK,CHENNAI, ₹76.80 ,low,0.019858792,4/1/2021
FENUGREEK,CHENNAI, ₹81.50 ,low,0.021965707,5/1/2021
FENUGREEK,CHENNAI, ₹80.83 ,low,0.021665359,6/1/2021
FENUGREEK,CHENNAI, ₹80.80 ,low,0.021651911,7/1/2021
FENUGREEK,CHENNAI, ₹92.50 ,low,0.026896784,8/1/2021
FENUGREEK,CHENNAI, ₹100.00 ,low,0.030258882,9/1/2021
FENUGREEK,CHENNAI, ₹96.20 ,low,0.028555419,10/1/2021
FENUGREEK,CHENNAI, ₹94.50 ,low,0.027793343,11/1/2021
FENUGREEK,CHENNAI, ₹95.00 ,low,0.028017483,12/1/2021
FENUGREEK,CHENNAI, ₹90.00 ,low,0.025776084,1/1/2022
FENUGREEK,CHENNAI, ₹88.25 ,low,0.024991595,2/1/2022
FENUGREEK,CHENNAI, ₹87.87 ,low,0.024821248,3/1/2022
FENUGREEK,CHENNAI, ₹80.00 ,low,0.021293287,4/1/2022
FENUGREEK,CHENNAI, ₹85.50 ,low,0.023758826,5/1/2022
FENUGREEK,CHENNAI, ₹85.66 ,low,0.02383055,6/1/2022
FENUGREEK,CHENNAI, ₹85.00 ,low,0.023534686,7/1/2022
FENUGREEK,CHENNAI, ₹83.33 ,low,0.022786059,8/1/2022
FENUGREEK,CHENNAI, ₹69.70 ,low,0.016676006,9/1/2022
FENUGREEK,CHENNAI, ₹75.62 ,low,0.019329822,10/1/2022
FENUGREEK,CHENNAI, ₹77.50 ,low,0.020172588,11/1/2022
FENUGREEK,CHENNAI, ₹77.50 ,low,0.020172588,12/1/2022
FENUGREEK,CHENNAI, ₹90.00 ,low,0.025776084,1/1/2023
FENUGREEK,CHENNAI, ₹92.50 ,low,0.026896784,2/1/2023
FENUGREEK,CHENNAI, ₹80.00 ,low,0.021293287,3/1/2023
FENUGREEK,CHENNAI, ₹81.66 ,low,0.022037431,4/1/2023
FENUGREEK,CHENNAI, ₹82.50 ,low,0.022413986,5/1/2023
FENUGREEK,CHENNAI, ₹83.12 ,low,0.02269192,6/1/2023
FENUGREEK,CHENNAI, ₹88.00 ,low,0.024879525,7/1/2023
FENUGREEK,CHENNAI, ₹91.87 ,low,0.026614367,8/1/2023
FENUGREEK,CHENNAI, ₹94.50 ,low,0.027793343,9/1/2023
FENUGREEK,CHENNAI, ₹95.62 ,low,0.028295416,10/1/2023
FENUGREEK,CHENNAI, ₹115.00 ,low,0.036983077,11/1/2023
FENUGREEK,CHENNAI, ₹117.00 ,low,0.037879637,12/1/2023
GARLIC,CHENNAI, ₹85.00 ,low,0.023534686,1/1/2021
GARLIC,CHENNAI, ₹81.87 ,low,0.02213157,2/1/2021
GARLIC,CHENNAI, ₹65.62 ,low,0.014847025,3/1/2021
GARLIC,CHENNAI, ₹80.80 ,low,0.021651911,4/1/2021
GARLIC,CHENNAI, ₹78.75 ,low,0.020732937,5/1/2021
GARLIC,CHENNAI, ₹89.17 ,low,0.025404012,6/1/2021
GARLIC,CHENNAI, ₹85.00 ,low,0.023534686,7/1/2021
GARLIC,CHENNAI, ₹85.00 ,low,0.023534686,8/1/2021
GARLIC,CHENNAI, ₹77.50 ,low,0.020172588,9/1/2021
GARLIC,CHENNAI, ₹81.00 ,low,0.021741567,10/1/2021
GARLIC,CHENNAI, ₹85.00 ,low,0.023534686,11/1/2021
GARLIC,CHENNAI, ₹77.50 ,low,0.020172588,12/1/2021
GARLIC,CHENNAI, ₹52.00 ,low,0.008741455,1/1/2022
GARLIC,CHENNAI, ₹47.50 ,low,0.006724196,2/1/2022
GARLIC,CHENNAI, ₹47.50 ,low,0.006724196,3/1/2022
GARLIC,CHENNAI, ₹45.00 ,low,0.005603497,4/1/2022
GARLIC,CHENNAI, ₹40.63 ,low,0.003644514,5/1/2022
GARLIC,CHENNAI, ₹36.66 ,low,0.001864844,6/1/2022
GARLIC,CHENNAI, ₹42.50 ,low,0.004482797,7/1/2022
GARLIC,CHENNAI, ₹42.50 ,low,0.004482797,8/1/2022
GARLIC,CHENNAI, ₹34.37 ,low,0.000838283,10/1/2022
GARLIC,CHENNAI, ₹43.75 ,low,0.005043147,11/1/2022
GARLIC,CHENNAI, ₹36.00 ,low,0.001568979,12/1/2022
GARLIC,CHENNAI, ₹38.75 ,low,0.002801748,1/1/2023
GARLIC,CHENNAI, ₹51.25 ,low,0.008405245,2/1/2023
GARLIC,CHENNAI, ₹67.00 ,low,0.015465651,3/1/2023
GARLIC,CHENNAI, ₹51.87 ,low,0.008683178,4/1/2023
GARLIC,CHENNAI, ₹54.37 ,low,0.009803878,5/1/2023
GARLIC,CHENNAI, ₹66.25 ,low,0.015129441,6/1/2023
GARLIC,CHENNAI, ₹105.00 ,low,0.03250028,7/1/2023
GARLIC,CHENNAI, ₹108.75 ,low,0.034181329,8/1/2023
GARLIC,CHENNAI, ₹105.00 ,low,0.03250028,9/1/2023
GARLIC,CHENNAI, ₹106.25 ,low,0.03306063,10/1/2023
GARLIC,CHENNAI, ₹105.00 ,low,0.03250028,11/1/2023
GARLIC,CHENNAI, ₹116.00 ,low,0.037431357,12/1/2023
MUSTARD,CHENNAI, ₹60.25 ,low,0.012439762,1/1/2021
MUSTARD,CHENNAI, ₹60.50 ,low,0.012551832,2/1/2021
MUSTARD,CHENNAI, ₹61.37 ,low,0.012941836,3/1/2021
MUSTARD,CHENNAI, ₹66.20 ,low,0.015107027,4/1/2021
MUSTARD,CHENNAI, ₹73.00 ,low,0.018155329,5/1/2021
MUSTARD,CHENNAI, ₹77.00 ,low,0.019948448,6/1/2021
MUSTARD,CHENNAI, ₹80.20 ,low,0.021382943,7/1/2021
MUSTARD,CHENNAI, ₹86.50 ,low,0.024207105,8/1/2021
MUSTARD,CHENNAI, ₹92.25 ,low,0.026784714,9/1/2021
MUSTARD,CHENNAI, ₹91.40 ,low,0.026403676,10/1/2021
MUSTARD,CHENNAI, ₹95.12 ,low,0.028071276,11/1/2021
MUSTARD,CHENNAI, ₹96.13 ,low,0.028524039,12/1/2021
MUSTARD,CHENNAI, ₹96.50 ,low,0.028689902,1/1/2022
MUSTARD,CHENNAI, ₹87.00 ,low,0.024431245,2/1/2022
MUSTARD,CHENNAI, ₹77.50 ,low,0.020172588,3/1/2022
MUSTARD,CHENNAI, ₹81.00 ,low,0.021741567,4/1/2022
MUSTARD,CHENNAI, ₹81.00 ,low,0.021741567,5/1/2022
MUSTARD,CHENNAI, ₹81.00 ,low,0.021741567,6/1/2022
MUSTARD,CHENNAI, ₹80.90 ,low,0.021696739,7/1/2022
MUSTARD,CHENNAI, ₹78.62 ,low,0.020674661,8/1/2022
MUSTARD,CHENNAI, ₹76.50 ,low,0.019724308,9/1/2022
MUSTARD,CHENNAI, ₹82.87 ,low,0.02257985,10/1/2022
MUSTARD,CHENNAI, ₹86.87 ,low,0.024372969,11/1/2022
MUSTARD,CHENNAI, ₹83.75 ,low,0.022974336,12/1/2022
MUSTARD,CHENNAI, ₹87.50 ,low,0.024655385,1/1/2023
MUSTARD,CHENNAI, ₹82.50 ,low,0.022413986,2/1/2023
MUSTARD,CHENNAI, ₹77.50 ,low,0.020172588,3/1/2023
MUSTARD,CHENNAI, ₹75.00 ,low,0.019051888,4/1/2023
MUSTARD,CHENNAI, ₹75.62 ,low,0.019329822,5/1/2023
MUSTARD,CHENNAI, ₹75.00 ,low,0.019051888,6/1/2023
MUSTARD,CHENNAI, ₹80.50 ,low,0.021517427,7/1/2023
MUSTARD,CHENNAI, ₹80.62 ,low,0.02157122,8/1/2023
MUSTARD,CHENNAI, ₹81.00 ,low,0.021741567,9/1/2023
MUSTARD,CHENNAI, ₹92.50 ,low,0.026896784,10/1/2023
MUSTARD,CHENNAI, ₹118.75 ,low,0.038664126,11/1/2023
MUSTARD,CHENNAI, ₹89.50 ,low,0.025551944,12/1/2023
TAMARIND,CHENNAI, ₹109.66 ,low,0.034589264,6/1/2022
TAMARIND,CHENNAI, ₹121.25 ,low,0.039784826,8/1/2022
TAMARIND,CHENNAI, ₹112.00 ,low,0.035638238,9/1/2022
TAMARIND,CHENNAI, ₹111.25 ,low,0.035302028,10/1/2022
TAMARIND,CHENNAI, ₹113.75 ,low,0.036422728,11/1/2022
TAMARIND,CHENNAI, ₹119.00 ,low,0.038776196,12/1/2022
TAMARIND,CHENNAI, ₹115.00 ,low,0.036983077,1/1/2023
TAMARIND,CHENNAI, ₹102.50 ,low,0.031379581,5/1/2023
TAMARIND,CHENNAI, ₹121.25 ,low,0.039784826,6/1/2023
TAMARIND,CHENNAI, ₹114.00 ,low,0.036534798,7/1/2023
TAMARIND,CHENNAI, ₹119.37 ,low,0.03894206,8/1/2023
TAMARIND,CHENNAI, ₹113.00 ,low,0.036086518,9/1/2023
TAMARIND,CHENNAI, ₹122.50 ,low,0.040345175,10/1/2023
TAMARIND,CHENNAI, ₹113.12 ,low,0.036140312,11/1/2023
TAMARIND,CHENNAI, ₹117.00 ,low,0.037879637,12/1/2023
TURMERIC,CHENNAI, ₹117.25 ,low,0.037991707,1/1/2021
TURMERIC,CHENNAI, ₹121.00 ,low,0.039672756,7/1/2021
TURMERIC,CHENNAI, ₹116.50 ,low,0.037655497,8/1/2021
TURMERIC,CHENNAI, ₹107.12 ,low,0.033450633,9/1/2021
TURMERIC,CHENNAI, ₹107.00 ,low,0.03339684,10/1/2021
TURMERIC,CHENNAI, ₹108.75 ,low,0.034181329,11/1/2021
TURMERIC,CHENNAI, ₹118.75 ,low,0.038664126,12/1/2021
TURMERIC,CHENNAI, ₹86.87 ,low,0.024372969,1/1/2022
TURMERIC,CHENNAI, ₹113.75 ,low,0.036422728,2/1/2022
TURMERIC,CHENNAI, ₹107.00 ,low,0.03339684,4/1/2022
TURMERIC,CHENNAI, ₹105.00 ,low,0.03250028,5/1/2022
TURMERIC,CHENNAI, ₹106.66 ,low,0.033244425,6/1/2022
TURMERIC,CHENNAI, ₹104.50 ,low,0.03227614,7/1/2022
TURMERIC,CHENNAI, ₹104.37 ,low,0.032217864,8/1/2022
TURMERIC,CHENNAI, ₹94.00 ,low,0.027569203,9/1/2022
TURMERIC,CHENNAI, ₹96.25 ,low,0.028577833,10/1/2022
TURMERIC,CHENNAI, ₹94.37 ,low,0.027735067,11/1/2022
TURMERIC,CHENNAI, ₹97.00 ,low,0.028914042,12/1/2022
TURMERIC,CHENNAI, ₹90.00 ,low,0.025776084,1/1/2023
TURMERIC,CHENNAI, ₹86.87 ,low,0.024372969,2/1/2023
TURMERIC,CHENNAI, ₹91.00 ,low,0.026224364,3/1/2023
TURMERIC,CHENNAI, ₹74.37 ,low,0.018769472,4/1/2023
TURMERIC,CHENNAI, ₹78.75 ,low,0.020732937,5/1/2023
TURMERIC,CHENNAI, ₹78.12 ,low,0.020450521,6/1/2023
TURMERIC,CHENNAI, ₹119.50 ,low,0.039000336,7/1/2023
TURMERIC,CHENNAI, ₹110.62 ,low,0.035019612,10/1/2023
TURMERIC,CHENNAI, ₹105.00 ,low,0.03250028,11/1/2023
TURMERIC,CHENNAI, ₹104.50 ,low,0.03227614,12/1/2023
AJWAN SEED,CHENNAI, ₹130.00 ,medium,0.043707273,1/1/2021
AJWAN SEED,CHENNAI, ₹130.00 ,medium,0.043707273,2/1/2021
AJWAN SEED,CHENNAI, ₹145.00 ,medium,0.050431469,3/1/2021
AJWAN SEED,CHENNAI, ₹140.00 ,medium,0.048190071,4/1/2021
AJWAN SEED,CHENNAI, ₹140.00 ,medium,0.048190071,5/1/2021
AJWAN SEED,CHENNAI, ₹154.67 ,medium,0.054766334,6/1/2021
AJWAN SEED,CHENNAI, ₹184.00 ,medium,0.067914379,7/1/2021
AJWAN SEED,CHENNAI, ₹181.00 ,medium,0.066569539,8/1/2021
AJWAN SEED,CHENNAI, ₹180.00 ,medium,0.06612126,9/1/2021
AJWAN SEED,CHENNAI, ₹180.00 ,medium,0.06612126,10/1/2021
AJWAN SEED,CHENNAI, ₹180.00 ,medium,0.06612126,11/1/2021
AJWAN SEED,CHENNAI, ₹178.75 ,medium,0.06556091,12/1/2021
AJWAN SEED,CHENNAI, ₹184.00 ,medium,0.067914379,1/1/2022
AJWAN SEED,CHENNAI, ₹175.00 ,medium,0.063879861,2/1/2022
AJWAN SEED,CHENNAI, ₹170.00 ,medium,0.061638462,3/1/2022
AJWAN SEED,CHENNAI, ₹175.40 ,medium,0.064059173,4/1/2022
AJWAN SEED,CHENNAI, ₹178.50 ,medium,0.06544884,5/1/2022
AJWAN SEED,CHENNAI, ₹173.33 ,medium,0.063131234,6/1/2022
AJWAN SEED,CHENNAI, ₹174.00 ,medium,0.063431581,7/1/2022
AJWAN SEED,CHENNAI, ₹163.75 ,medium,0.058836714,8/1/2022
AJWAN SEED,CHENNAI, ₹158.50 ,medium,0.056483246,9/1/2022
AJWAN SEED,CHENNAI, ₹167.50 ,medium,0.060517763,10/1/2022
AJWAN SEED,CHENNAI, ₹191.25 ,medium,0.071164407,11/1/2022
AJWAN SEED,CHENNAI, ₹218.00 ,medium,0.083155889,12/1/2022
AJWAN SEED,CHENNAI, ₹215.00 ,medium,0.08181105,1/1/2023
AJWAN SEED,CHENNAI, ₹206.25 ,medium,0.077888602,2/1/2023
AJWAN SEED,CHENNAI, ₹183.00 ,medium,0.067466099,3/1/2023
AJWAN SEED,CHENNAI, ₹170.00 ,medium,0.061638462,4/1/2023
AJWAN SEED,CHENNAI, ₹177.50 ,medium,0.06500056,5/1/2023
AJWAN SEED,CHENNAI, ₹181.25 ,medium,0.066681609,6/1/2023
AJWAN SEED,CHENNAI, ₹214.00 ,medium,0.08136277,7/1/2023
AJWAN SEED,CHENNAI, ₹242.50 ,medium,0.094138743,8/1/2023
AJWAN SEED,CHENNAI, ₹214.00 ,medium,0.08136277,9/1/2023
AJWAN SEED,CHENNAI, ₹190.00 ,medium,0.070604057,10/1/2023
AJWAN SEED,CHENNAI, ₹167.50 ,medium,0.060517763,11/1/2023
AJWAN SEED,CHENNAI, ₹180.00 ,medium,0.06612126,12/1/2023
CASSIA,CHENNAI, ₹245.00 ,medium,0.095259442,1/1/2021
CASSIA,CHENNAI, ₹245.00 ,medium,0.095259442,2/1/2021
CASSIA,CHENNAI, ₹245.00 ,medium,0.095259442,3/1/2021
CASSIA,CHENNAI, ₹243.00 ,medium,0.094362882,4/1/2021
CASSIA,CHENNAI, ₹246.87 ,medium,0.096097725,5/1/2021
CASSIA,CHENNAI, ₹560.00 ,medium,0.236467556,6/1/2021
CASSIA,CHENNAI, ₹275.00 ,medium,0.108707834,7/1/2021
CASSIA,CHENNAI, ₹267.50 ,medium,0.105345736,8/1/2021
CASSIA,CHENNAI, ₹265.00 ,medium,0.104225036,9/1/2021
CASSIA,CHENNAI, ₹295.00 ,medium,0.117673428,10/1/2021
CASSIA,CHENNAI, ₹280.00 ,medium,0.110949232,11/1/2021
CASSIA,CHENNAI, ₹280.63 ,medium,0.111231649,12/1/2021
CASSIA,CHENNAI, ₹284.00 ,medium,0.112742351,1/1/2022
CASSIA,CHENNAI, ₹281.25 ,medium,0.111509582,2/1/2022
CASSIA,CHENNAI, ₹280.00 ,medium,0.110949232,3/1/2022
CASSIA,CHENNAI, ₹280.00 ,medium,0.110949232,4/1/2022
CASSIA,CHENNAI, ₹281.87 ,medium,0.111787515,5/1/2022
CASSIA,CHENNAI, ₹280.00 ,medium,0.110949232,6/1/2022
CASSIA,CHENNAI, ₹280.00 ,medium,0.110949232,7/1/2022
CASSIA,CHENNAI, ₹277.87 ,medium,0.109994397,8/1/2022
CASSIA,CHENNAI, ₹273.50 ,medium,0.108035414,9/1/2022
CASSIA,CHENNAI, ₹293.75 ,medium,0.117113079,10/1/2022
CASSIA,CHENNAI, ₹296.25 ,medium,0.118233778,11/1/2022
CASSIA,CHENNAI, ₹284.00 ,medium,0.112742351,12/1/2022
CASSIA,CHENNAI, ₹297.50 ,medium,0.118794128,1/1/2023
CASSIA,CHENNAI, ₹281.87 ,medium,0.111787515,2/1/2023
CASSIA,CHENNAI, ₹264.00 ,medium,0.103776757,3/1/2023
CASSIA,CHENNAI, ₹258.75 ,medium,0.101423288,4/1/2023
CASSIA,CHENNAI, ₹255.00 ,medium,0.099742239,5/1/2023
CASSIA,CHENNAI, ₹256.25 ,medium,0.100302589,6/1/2023
CASSIA,CHENNAI, ₹272.50 ,medium,0.107587134,7/1/2023
CASSIA,CHENNAI, ₹247.50 ,medium,0.096380141,8/1/2023
CASSIA,CHENNAI, ₹253.50 ,medium,0.09906982,9/1/2023
CASSIA,CHENNAI, ₹285.00 ,medium,0.113190631,10/1/2023
CASSIA,CHENNAI, ₹261.25 ,medium,0.102543987,11/1/2023
CASSIA,CHENNAI, ₹291.00 ,medium,0.115880309,12/1/2023
CORIANDER,CHENNAI, ₹129.62 ,medium,0.043536927,4/1/2022
CORIANDER,CHENNAI, ₹133.75 ,medium,0.045388322,5/1/2022
CORIANDER,CHENNAI, ₹131.66 ,medium,0.044451418,6/1/2022
CORIANDER,CHENNAI, ₹131.00 ,medium,0.044155553,7/1/2022
CORIANDER,CHENNAI, ₹132.50 ,medium,0.044827973,8/1/2022
CORIANDER,CHENNAI, ₹134.00 ,medium,0.045500392,9/1/2022
CORIANDER,CHENNAI, ₹126.25 ,medium,0.042026224,10/1/2022
CORIANDER,CHENNAI, ₹127.37 ,medium,0.042528298,11/1/2022
CUMIN,CHENNAI, ₹148.75 ,medium,0.052112518,1/1/2021
CUMIN,CHENNAI, ₹145.00 ,medium,0.050431469,2/1/2021
CUMIN,CHENNAI, ₹148.50 ,medium,0.052000448,3/1/2021
CUMIN,CHENNAI, ₹154.10 ,medium,0.054510815,4/1/2021
CUMIN,CHENNAI, ₹154.00 ,medium,0.054465987,5/1/2021
CUMIN,CHENNAI, ₹152.00 ,medium,0.053569427,6/1/2021
CUMIN,CHENNAI, ₹151.40 ,medium,0.053300459,7/1/2021
CUMIN,CHENNAI, ₹162.50 ,medium,0.058276364,8/1/2021
CUMIN,CHENNAI, ₹172.00 ,medium,0.062535022,9/1/2021
CUMIN,CHENNAI, ₹165.00 ,medium,0.059397064,10/1/2021
CUMIN,CHENNAI, ₹168.75 ,medium,0.061078113,11/1/2021
CUMIN,CHENNAI, ₹173.12 ,medium,0.063037095,12/1/2021
CUMIN,CHENNAI, ₹200.00 ,medium,0.075086854,1/1/2022
CUMIN,CHENNAI, ₹223.75 ,medium,0.085733498,2/1/2022
CUMIN,CHENNAI, ₹236.50 ,medium,0.091449064,3/1/2022
CUMIN,CHENNAI, ₹255.00 ,medium,0.099742239,4/1/2022
CUMIN,CHENNAI, ₹268.75 ,medium,0.105906085,5/1/2022
CUMIN,CHENNAI, ₹270.00 ,medium,0.106466435,6/1/2022
CUMIN,CHENNAI, ₹274.50 ,medium,0.108483694,7/1/2022
