Mon_Year,Spices,Location,Grade,Price
Jan-21,AJWAN SEED,CHENNAI,,130
Feb-21,AJWAN SEED,CHENNAI,,130
Mar-21,AJWAN SEED,CHENNAI,,145
Apr-21,AJWAN SEED,CHENNAI,,140
May-21,AJWAN SEED,CHENNAI,,140
Jun-21,AJWAN SEED,CHENNAI,,154.67
Jul-21,AJWAN SEED,CHENNAI,,184
Aug-21,AJWAN SEED,CHENNAI,,181
Sep-21,AJWAN SEED,CHENNAI,,180
Oct-21,AJWAN SEED,CHENNAI,,180
Nov-21,AJWAN SEED,CHENNAI,,180
Dec-21,AJWAN SEED,CHENNAI,,178.75
Jan-22,AJWAN SEED,CHENNAI,,184
Feb-22,AJWAN SEED,CHENNAI,,175
Mar-22,AJWAN SEED,CHENNAI,,170
Apr-22,AJWAN SEED,CHENNAI,,175.4
May-22,AJWAN SEED,CHENNAI,,178.5
Jun-22,AJWAN SEED,CHENNAI,,173.33
Jul-22,AJWAN SEED,CHENNAI,,174
Aug-22,AJWAN SEED,CHENNAI,,163.75
Sep-22,AJWAN SEED,CHENNAI,,158.5
Oct-22,AJWAN SEED,CHENNAI,,167.5
Nov-22,AJWAN SEED,CHENNAI,,191.25
Dec-22,AJWAN SEED,CHENNAI,,218
Jan-23,AJWAN SEED,CHENNAI,,215
Feb-23,AJWAN SEED,CHENNAI,,206.25
Mar-23,AJWAN SEED,CHENNAI,,183
Apr-23,AJWAN SEED,CHENNAI,,170
May-23,AJWAN SEED,CHENNAI,,177.5
Jun-23,AJWAN SEED,CHENNAI,,181.25
Jul-23,AJWAN SEED,CHENNAI,,214
Aug-23,AJWAN SEED,CHENNAI,,242.5
Sep-23,AJWAN SEED,CHENNAI,,214
Oct-23,AJWAN SEED,CHENNAI,,190
Nov-23,AJWAN SEED,CHENNAI,,167.5
Dec-23,AJWAN SEED,CHENNAI,,180
Jan-21,BLACK PEPPER(MG1),COCHIN,,346.11
Feb-21,BLACK PEPPER(MG1),COCHIN,,346.67
Mar-21,BLACK PEPPER(MG1),COCHIN,,375.04
Apr-21,BLACK PEPPER(MG1),COCHIN,,402.09
May-21,BLACK PEPPER(MG1),COCHIN,,396.84
Jun-21,BLACK PEPPER(MG1),COCHIN,,421.26
Jul-21,BLACK PEPPER(MG1),COCHIN,,418.92
Aug-21,BLACK PEPPER(MG1),COCHIN,,415.78
Sep-21,BLACK PEPPER(MG1),COCHIN,,418.45
Oct-21,BLACK PEPPER(MG1),COCHIN,,440.52
Nov-21,BLACK PEPPER(MG1),COCHIN,,515.54
Dec-21,BLACK PEPPER(MG1),COCHIN,,536.38
Jan-22,BLACK PEPPER(MG1),COCHIN,,510.5
Feb-22,BLACK PEPPER(MG1),COCHIN,,518.14
Mar-22,BLACK PEPPER(MG1),COCHIN,,531.95
Apr-22,BLACK PEPPER(MG1),COCHIN,,534.86
May-22,BLACK PEPPER(MG1),COCHIN,,523.85
Jun-22,BLACK PEPPER(MG1),COCHIN,,508.95
Jul-22,BLACK PEPPER(MG1),COCHIN,,509.48
Aug-22,BLACK PEPPER(MG1),COCHIN,,516.88
Sep-22,BLACK PEPPER(MG1),COCHIN,,517.88
Oct-22,BLACK PEPPER(MG1),COCHIN,,509.91
Nov-22,BLACK PEPPER(MG1),COCHIN,,503.61
Dec-22,BLACK PEPPER(MG1),COCHIN,,513.51
Jan-23,BLACK PEPPER(MG1),COCHIN,,513
Feb-23,BLACK PEPPER(MG1),COCHIN,,508.33
Mar-23,BLACK PEPPER(MG1),COCHIN,,508.08
Apr-23,BLACK PEPPER(MG1),COCHIN,,504.19
May-23,BLACK PEPPER(MG1),COCHIN,,508.73
Jun-23,BLACK PEPPER(MG1),COCHIN,,508.03
Jul-23,BLACK PEPPER(MG1),COCHIN,,536.92
Aug-23,BLACK PEPPER(MG1),COCHIN,,627.47
Sep-23,BLACK PEPPER(MG1),COCHIN,,644.03
Oct-23,BLACK PEPPER(MG1),COCHIN,,629.32
Nov-23,BLACK PEPPER(MG1),COCHIN,,613.24
Dec-23,BLACK PEPPER(MG1),COCHIN,,612.58
Jan-21,CARDAMOM(LARGE),GANGTOK,,437.5
Feb-21,CARDAMOM(LARGE),GANGTOK,,415.5
Mar-21,CARDAMOM(LARGE),GANGTOK,,441.67
Apr-21,CARDAMOM(LARGE),GANGTOK,,433.33
May-21,CARDAMOM(LARGE),GANGTOK,,425
Jun-21,CARDAMOM(LARGE),GANGTOK,,500
Jul-21,CARDAMOM(LARGE),GANGTOK,,479
Aug-21,CARDAMOM(LARGE),GANGTOK,,500
Sep-21,CARDAMOM(LARGE),GANGTOK,,591.67
Oct-21,CARDAMOM(LARGE),GANGTOK,,662.5
Nov-21,CARDAMOM(LARGE),GANGTOK,,768.5
Dec-21,CARDAMOM(LARGE),GANGTOK,,693.75
Jan-22,CARDAMOM(LARGE),GANGTOK,,681.25
Feb-22,CARDAMOM(LARGE),GANGTOK,,662.5
Mar-22,CARDAMOM(LARGE),GANGTOK,,675
Apr-22,CARDAMOM(LARGE),GANGTOK,,687.5
May-22,CARDAMOM(LARGE),GANGTOK,,662.5
Jun-22,CARDAMOM(LARGE),GANGTOK,,631.25
Jul-22,CARDAMOM(LARGE),GANGTOK,,595
Aug-22,CARDAMOM(LARGE),GANGTOK,,518.75
Sep-22,CARDAMOM(LARGE),GANGTOK,,515
Oct-22,CARDAMOM(LARGE),GANGTOK,,500
Nov-22,CARDAMOM(LARGE),GANGTOK,,500
Dec-22,CARDAMOM(LARGE),GANGTOK,,495
Jan-23,CARDAMOM(LARGE),GANGTOK,,506.25
Feb-23,CARDAMOM(LARGE),GANGTOK,,550
Mar-23,CARDAMOM(LARGE),GANGTOK,,585
Apr-23,CARDAMOM(LARGE),GANGTOK,,600
May-23,CARDAMOM(LARGE),GANGTOK,,600
Jun-23,CARDAMOM(LARGE),GANGTOK,,600
Jul-23,CARDAMOM(LARGE),GANGTOK,,680
Aug-23,CARDAMOM(LARGE),GANGTOK,,900
Sep-23,CARDAMOM(LARGE),GANGTOK,,925
Oct-23,CARDAMOM(LARGE),GANGTOK,,950
Nov-23,CARDAMOM(LARGE),GANGTOK,,1006.25
Dec-23,CARDAMOM(LARGE),GANGTOK,,1100
Jan-21,CARDAMOM(LARGE),SILIGURI,,519.37
Feb-21,CARDAMOM(LARGE),SILIGURI,,535.62
Mar-21,CARDAMOM(LARGE),SILIGURI,,525
Apr-21,CARDAMOM(LARGE),SILIGURI,,518.33
May-21,CARDAMOM(LARGE),SILIGURI,,477.91
Jun-21,CARDAMOM(LARGE),SILIGURI,,594.16
Jul-21,CARDAMOM(LARGE),SILIGURI,,555.75
Aug-21,CARDAMOM(LARGE),SILIGURI,,595.5
Sep-21,CARDAMOM(LARGE),SILIGURI,,644.25
Oct-21,CARDAMOM(LARGE),SILIGURI,,734.2
Nov-21,CARDAMOM(LARGE),SILIGURI,,801.62
Dec-21,CARDAMOM(LARGE),SILIGURI,,739
Jan-22,CARDAMOM(LARGE),SILIGURI,,724.6
Feb-22,CARDAMOM(LARGE),SILIGURI,,756.25
Mar-22,CARDAMOM(LARGE),SILIGURI,,746.25
Apr-22,CARDAMOM(LARGE),SILIGURI,,772.5
May-22,CARDAMOM(LARGE),SILIGURI,,735.31
Jun-22,CARDAMOM(LARGE),SILIGURI,,700.62
Jul-22,CARDAMOM(LARGE),SILIGURI,,693.5
Aug-22,CARDAMOM(LARGE),SILIGURI,,675.31
Sep-22,CARDAMOM(LARGE),SILIGURI,,642.75
Oct-22,CARDAMOM(LARGE),SILIGURI,,660.31
Nov-22,CARDAMOM(LARGE),SILIGURI,,628.43
Dec-22,CARDAMOM(LARGE),SILIGURI,,641
Jan-23,CARDAMOM(LARGE),SILIGURI,,620.62
Feb-23,CARDAMOM(LARGE),SILIGURI,,683.12
Mar-23,CARDAMOM(LARGE),SILIGURI,,764
Apr-23,CARDAMOM(LARGE),SILIGURI,,836.24
May-23,CARDAMOM(LARGE),SILIGURI,,831.25
Jun-23,CARDAMOM(LARGE),SILIGURI,,809.37
Jul-23,CARDAMOM(LARGE),SILIGURI,,917.5
Aug-23,CARDAMOM(LARGE),SILIGURI,,1221.87
Sep-23,CARDAMOM(LARGE),SILIGURI,,1210
Oct-23,CARDAMOM(LARGE),SILIGURI,,1193.75
Nov-23,CARDAMOM(LARGE),SILIGURI,,1213.75
Dec-23,CARDAMOM(LARGE),SILIGURI,,1454
Jan-21,CARDAMOM(SMALL)AGB,INDIA,AGB,1855
Feb-21,CARDAMOM(SMALL)AGB,INDIA,AGB,1617.5
Mar-21,CARDAMOM(SMALL)AGB,INDIA,AGB,1580
Apr-21,CARDAMOM(SMALL)AGB,INDIA,AGB,1305
May-21,CARDAMOM(SMALL)AGB,INDIA,AGB,1180
Jun-21,CARDAMOM(SMALL)AGB,INDIA,AGB,1142.5
Jul-21,CARDAMOM(SMALL)AGB,INDIA,AGB,1185
Aug-21,CARDAMOM(SMALL)AGB,INDIA,AGB,1342.5
Sep-21,CARDAMOM(SMALL)AGB,INDIA,AGB,1230
Oct-21,CARDAMOM(SMALL)AGB,INDIA,AGB,1205
Nov-21,CARDAMOM(SMALL)AGB,INDIA,AGB,1338.33
Dec-21,CARDAMOM(SMALL)AGB,INDIA,AGB,1255
Jan-22,CARDAMOM(SMALL)AGB,INDIA,AGB,1125
Feb-22,CARDAMOM(SMALL)AGB,INDIA,AGB,1205
Mar-22,CARDAMOM(SMALL)AGB,INDIA,AGB,1205
Apr-22,CARDAMOM(SMALL)AGB,INDIA,AGB,1705
May-22,CARDAMOM(SMALL)AGB,INDIA,AGB,1455
Jun-22,CARDAMOM(SMALL)AGB,INDIA,AGB,1455
Jul-22,CARDAMOM(SMALL)AGB,INDIA,AGB,1725
Aug-22,CARDAMOM(SMALL)AGB,INDIA,AGB,1342.5
Sep-22,CARDAMOM(SMALL)AGB,INDIA,AGB,1245
Oct-22,CARDAMOM(SMALL)AGB,INDIA,AGB,1260
Nov-22,CARDAMOM(SMALL)AGB,INDIA,AGB,1155
Dec-22,CARDAMOM(SMALL)AGB,INDIA,AGB,1115
Jan-23,CARDAMOM(SMALL)AGB,INDIA,AGB,1330
Feb-23,CARDAMOM(SMALL)AGB,INDIA,AGB,1755
Mar-23,CARDAMOM(SMALL)AGB,INDIA,AGB,1945
Apr-23,CARDAMOM(SMALL)AGB,INDIA,AGB,1705
May-23,CARDAMOM(SMALL)AGB,INDIA,AGB,1455
Jun-23,CARDAMOM(SMALL)AGB,INDIA,AGB,1455
Jul-23,CARDAMOM(SMALL)AGB,INDIA,AGB,1725
Aug-23,CARDAMOM(SMALL)AGB,INDIA,AGB,2347.5
Sep-23,CARDAMOM(SMALL)AGB,INDIA,AGB,2293
Oct-23,CARDAMOM(SMALL)AGB,INDIA,AGB,2055
Nov-23,CARDAMOM(SMALL)AGB,INDIA,AGB,1990
Dec-23,CARDAMOM(SMALL)AGB,INDIA,AGB,2265
Jan-21,CARDAMOM(SMALL)AGEB,INDIA,AGEB,1955
Feb-21,CARDAMOM(SMALL)AGEB,INDIA,AGEB,1792.5
Mar-21,CARDAMOM(SMALL)AGEB,INDIA,AGEB,1830
Apr-21,CARDAMOM(SMALL)AGEB,INDIA,AGEB,1399
May-21,CARDAMOM(SMALL)AGEB,INDIA,AGEB,1305
Jun-21,CARDAMOM(SMALL)AGEB,INDIA,AGEB,1242.5
Jul-21,CARDAMOM(SMALL)AGEB,INDIA,AGEB,1285
Aug-21,CARDAMOM(SMALL)AGEB,INDIA,AGEB,1592.5
Sep-21,CARDAMOM(SMALL)AGEB,INDIA,AGEB,1492.5
Oct-21,CARDAMOM(SMALL)AGEB,INDIA,AGEB,1465
Nov-21,CARDAMOM(SMALL)AGEB,INDIA,AGEB,1538.33
Dec-21,CARDAMOM(SMALL)AGEB,INDIA,AGEB,1455
Jan-22,CARDAMOM(SMALL)AGEB,INDIA,AGEB,1225
Feb-22,CARDAMOM(SMALL)AGEB,INDIA,AGEB,1292.5
Mar-22,CARDAMOM(SMALL)AGEB,INDIA,AGEB,1310
Apr-22,CARDAMOM(SMALL)AGEB,INDIA,AGEB,1935
May-22,CARDAMOM(SMALL)AGEB,INDIA,AGEB,1650
Jun-22,CARDAMOM(SMALL)AGEB,INDIA,AGEB,1675
Jul-22,CARDAMOM(SMALL)AGEB,INDIA,AGEB,1953
Aug-22,CARDAMOM(SMALL)AGEB,INDIA,AGEB,1455
Sep-22,CARDAMOM(SMALL)AGEB,INDIA,AGEB,1355
Oct-22,CARDAMOM(SMALL)AGEB,INDIA,AGEB,1360
Nov-22,CARDAMOM(SMALL)AGEB,INDIA,AGEB,1327.5
Dec-22,CARDAMOM(SMALL)AGEB,INDIA,AGEB,1296
Jan-23,CARDAMOM(SMALL)AGEB,INDIA,AGEB,1530
Feb-23,CARDAMOM(SMALL)AGEB,INDIA,AGEB,2017.5
Mar-23,CARDAMOM(SMALL)AGEB,INDIA,AGEB,2165
Apr-23,CARDAMOM(SMALL)AGEB,INDIA,AGEB,1935
May-23,CARDAMOM(SMALL)AGEB,INDIA,AGEB,1650
Jun-23,CARDAMOM(SMALL)AGEB,INDIA,AGEB,1675
Jul-23,CARDAMOM(SMALL)AGEB,INDIA,AGEB,1953
Aug-23,CARDAMOM(SMALL)AGEB,INDIA,AGEB,2622.5
Sep-23,CARDAMOM(SMALL)AGEB,INDIA,AGEB,2461
Oct-23,CARDAMOM(SMALL)AGEB,INDIA,AGEB,2307.5
Nov-23,CARDAMOM(SMALL)AGEB,INDIA,AGEB,2032.5
Dec-23,CARDAMOM(SMALL)AGEB,INDIA,AGEB,2217
Jan-21,CARDAMOM(SMALL)AGS,INDIA,AGS,1755
Feb-21,CARDAMOM(SMALL)AGS,INDIA,AGS,1517.5
Mar-21,CARDAMOM(SMALL)AGS,INDIA,AGS,1455
Apr-21,CARDAMOM(SMALL)AGS,INDIA,AGS,1185
May-21,CARDAMOM(SMALL)AGS,INDIA,AGS,1005
Jun-21,CARDAMOM(SMALL)AGS,INDIA,AGS,1042.5
Jul-21,CARDAMOM(SMALL)AGS,INDIA,AGS,1085
Aug-21,CARDAMOM(SMALL)AGS,INDIA,AGS,1080
Sep-21,CARDAMOM(SMALL)AGS,INDIA,AGS,1130
Oct-21,CARDAMOM(SMALL)AGS,INDIA,AGS,1105
Nov-21,CARDAMOM(SMALL)AGS,INDIA,AGS,1205
Dec-21,CARDAMOM(SMALL)AGS,INDIA,AGS,1055
Jan-22,CARDAMOM(SMALL)AGS,INDIA,AGS,1005
Feb-22,CARDAMOM(SMALL)AGS,INDIA,AGS,1105
Mar-22,CARDAMOM(SMALL)AGS,INDIA,AGS,1105
Apr-22,CARDAMOM(SMALL)AGS,INDIA,AGS,1505
May-22,CARDAMOM(SMALL)AGS,INDIA,AGS,1255
Jun-22,CARDAMOM(SMALL)AGS,INDIA,AGS,1255
Jul-22,CARDAMOM(SMALL)AGS,INDIA,AGS,1465
Aug-22,CARDAMOM(SMALL)AGS,INDIA,AGS,1192.5
Sep-22,CARDAMOM(SMALL)AGS,INDIA,AGS,1085
Oct-22,CARDAMOM(SMALL)AGS,INDIA,AGS,1155
Nov-22,CARDAMOM(SMALL)AGS,INDIA,AGS,1055
Dec-22,CARDAMOM(SMALL)AGS,INDIA,AGS,1015
Jan-23,CARDAMOM(SMALL)AGS,INDIA,AGS,1180
Feb-23,CARDAMOM(SMALL)AGS,INDIA,AGS,1505
Mar-23,CARDAMOM(SMALL)AGS,INDIA,AGS,1685
Apr-23,CARDAMOM(SMALL)AGS,INDIA,AGS,1505
May-23,CARDAMOM(SMALL)AGS,INDIA,AGS,1255
Jun-23,CARDAMOM(SMALL)AGS,INDIA,AGS,1255
Jul-23,CARDAMOM(SMALL)AGS,INDIA,AGS,1465
Aug-23,CARDAMOM(SMALL)AGS,INDIA,AGS,2072.5
Sep-23,CARDAMOM(SMALL)AGS,INDIA,AGS,1895
Oct-23,CARDAMOM(SMALL)AGS,INDIA,AGS,1795
Nov-23,CARDAMOM(SMALL)AGS,INDIA,AGS,1530
Dec-23,CARDAMOM(SMALL)AGS,INDIA,AGS,1651
Jan-21,CARDAMOM(SMALL)AGS1,INDIA,AGS1,1655
Feb-21,CARDAMOM(SMALL)AGS1,INDIA,AGS1,1417.5
Mar-21,CARDAMOM(SMALL)AGS1,INDIA,AGS1,1367.5
Apr-21,CARDAMOM(SMALL)AGS1,INDIA,AGS1,897
May-21,CARDAMOM(SMALL)AGS1,INDIA,AGS1,825
Jun-21,CARDAMOM(SMALL)AGS1,INDIA,AGS1,790
Jul-21,CARDAMOM(SMALL)AGS1,INDIA,AGS1,815
Aug-21,CARDAMOM(SMALL)AGS1,INDIA,AGS1,1022.2
Sep-21,CARDAMOM(SMALL)AGS1,INDIA,AGS1,1055
Oct-21,CARDAMOM(SMALL)AGS1,INDIA,AGS1,1025
Nov-21,CARDAMOM(SMALL)AGS1,INDIA,AGS1,1038.33
Dec-21,CARDAMOM(SMALL)AGS1,INDIA,AGS1,967.5
Jan-22,CARDAMOM(SMALL)AGS1,INDIA,AGS1,841
Feb-22,CARDAMOM(SMALL)AGS1,INDIA,AGS1,907.5
Mar-22,CARDAMOM(SMALL)AGS1,INDIA,AGS1,890
Apr-22,CARDAMOM(SMALL)AGS1,INDIA,AGS1,1275
May-22,CARDAMOM(SMALL)AGS1,INDIA,AGS1,1062.5
Jun-22,CARDAMOM(SMALL)AGS1,INDIA,AGS1,1077.5
Jul-22,CARDAMOM(SMALL)AGS1,INDIA,AGS1,1327
Aug-22,CARDAMOM(SMALL)AGS1,INDIA,AGS1,980
Sep-22,CARDAMOM(SMALL)AGS1,INDIA,AGS1,925
Oct-22,CARDAMOM(SMALL)AGS1,INDIA,AGS1,950
Nov-22,CARDAMOM(SMALL)AGS1,INDIA,AGS1,852.5
Dec-22,CARDAMOM(SMALL)AGS1,INDIA,AGS1,839
Jan-23,CARDAMOM(SMALL)AGS1,INDIA,AGS1,972.5
Feb-23,CARDAMOM(SMALL)AGS1,INDIA,AGS1,1305
Mar-23,CARDAMOM(SMALL)AGS1,INDIA,AGS1,1387
Apr-23,CARDAMOM(SMALL)AGS1,INDIA,AGS1,1275
May-23,CARDAMOM(SMALL)AGS1,INDIA,AGS1,1062.5
Jun-23,CARDAMOM(SMALL)AGS1,INDIA,AGS1,1077.5
Jul-23,CARDAMOM(SMALL)AGS1,INDIA,AGS1,1327
Aug-23,CARDAMOM(SMALL)AGS1,INDIA,AGS1,1902.5
Sep-23,CARDAMOM(SMALL)AGS1,INDIA,AGS1,1823
Oct-23,CARDAMOM(SMALL)AGS1,INDIA,AGS1,1645
Nov-23,CARDAMOM(SMALL)AGS1,INDIA,AGS1,1457.5
Dec-23,CARDAMOM(SMALL)AGS1,INDIA,AGS1,1996.25
Jan-21,CARDAMOM(SMALL)UG,INDIA,UNGRADED,1613.52
Feb-21,CARDAMOM(SMALL)UG,INDIA,UNGRADED,1455.33
Mar-21,CARDAMOM(SMALL)UG,INDIA,UNGRADED,1358.18
Apr-21,CARDAMOM(SMALL)UG,INDIA,UNGRADED,903.35
May-21,CARDAMOM(SMALL)UG,INDIA,UNGRADED,816.46
Jun-21,CARDAMOM(SMALL)UG,INDIA,UNGRADED,834.44
Jul-21,CARDAMOM(SMALL)UG,INDIA,UNGRADED,888.49
Aug-21,CARDAMOM(SMALL)UG,INDIA,UNGRADED,1066.06
Sep-21,CARDAMOM(SMALL)UG,INDIA,UNGRADED,1055.86
Oct-21,CARDAMOM(SMALL)UG,INDIA,UNGRADED,1013.06
Nov-21,CARDAMOM(SMALL)UG,INDIA,UNGRADED,1045.17
Dec-21,CARDAMOM(SMALL)UG,INDIA,UNGRADED,947.16
Jan-22,CARDAMOM(SMALL)UG,INDIA,UNGRADED,885.3
